HGAL,PID,Export C1A1,Export C1A2,Export C1B1,Export C1B2,Export C1C1,Export C1C2,Export C1E1,Export C1E2,Class 1 Status,Who Modified,Date Modified,Verified BC,Verified homo A,Verified homo B,Verified homo C,Verified homo E
07G00974,10250,01:01,30:04,07:02,15:220,04:01,07:02,A,G,Published,yukiy,10/02/2018,1,,,,
07G01026,30833,24:02,24:02,07:02,35:03,04:01,07:02,,,Published,car master,12/24/2009,1,,,,
07G01116,40265,02:01,11:01,35:01,39:06,04:01,07:02,A,A,Published,yukiy,10/02/2018,1,,,,
07G01172,30784,11:01,68:01,35:03,39:01,04:01,07:02,G,G,Published,yukiy,11/27/2018,1,,,,
07G01197,20571,23:01,25:01,08:01,44:03,04:01,07:02,A,A,Published,yukiy,10/02/2018,1,,,,
07G01206,31036,31:01,31:01,07:02,51:01,04:01,07:02,A,G,Published,yukiy,11/20/2018,1,,,,
07G01231,41194,01:01,26:01,07:02,35:02,04:01,07:02,,,Published,yukiy,08/17/2018,1,,,,
07G01232,10878,03:01,74:01,07:02,35:01,04:01,07:02,A,G,Published,yukiy,11/27/2018,1,,,,
07G01321,20147,01:01,02:01,07:02,35:01,04:01,07:02,A,A,Published,yukiy,09/21/2018,1,,,,
07G01350,30301,01:01,11:01,35:01,35:01,04:01,07:02,,,Preliminary,Bailey Kessing,07/07/2011,1,,,,
07G01623,23200,02:01,02:01,07:02,44:03,04:01,07:02,A,G,Published,CSSMCS,01/07/2020,1,,,,
07G01632,33064,03:01,68:01,07:02,35:01,04:01,07:02,A,G,Published,yukiy,11/20/2018,1,,,,
10J00133,14357,03:01,23:01,07:02,44:03,04:01,07:02,,,Preliminary,Darlene Marti,03/29/2004,1,,,,
10J00164,12801,02:01,11:01,07:02,35:01,04:01,07:02,A,A,Published,CSSMCS,12/16/2019,,,,,
10J00200,17720,02:01,24:02,35:01,38:02,04:01,07:02,A,G,Published,CSSMCS,12/16/2019,,,,,
10J00272,16841,02:01,23:01,07:02,44:03,04:01,07:02,A,G,Published,CSSMCS,12/17/2019,,,,,
32C00158,1332-16,03:01,30:01,07:02,35:01,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00280,1333-01,03:01,24:02,35:01,39:06,04:01,07:02,,,Preliminary,Bailey Kessing,07/07/2011,,,,,
32C00332,1346-01,02:01,02:06,07:02,35:01,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
42M00005,10580M,02:02,36:01,07:02,53:01,04:01,07:02,A,A,Published,yukiy,08/22/2018,1,,,,
42M00042,12111M,68:01,68:02,07:02,35:01,04:01,07:02,G,G,Published,yukiy,12/10/2018,1,,,,
42M00047,12026M,23:01,24:02,07:02,44:03,04:01,07:02,A,A,Published,yukiy,08/22/2018,,,,,
42M00070,12592M,30:02,36:01,07:05,53:01,04:01,07:02,A,A,Published,yukiy,12/10/2018,,,,,
42M00115,11383M,03:01,36:01,07:02,53:01,04:01,07:02,A,G,Published,yukiy,08/22/2018,1,,,,
42M00154,11112M,02:02,03:01,07:02,53:01,04:01,07:02,G,G,Published,yukiy,12/10/2018,,,,,
42M00291,10105M,23:01,30:02,,,04:01,07:02,,,Published, marti,06/02/2005,,,,,
42M00461,11291M,02:01,34:02,07:02,35:01,04:01,07:02,,,Published, Darlene Marti,01/16/2008,1,,,,
42M00488,11348M,02:05,33:03,07:05,53:01,04:01,07:02,,,Published,car master,12/24/2009,1,,,,
42M00544,10161M,23:01,33:03,08:01,53:01,04:01,07:02,A,G,Published,yukiy,08/22/2018,,,,,
42M00562,10846M,02:01,23:01,07:02,15:03,04:01,07:02,,,Published, Darlene Marti,01/16/2008,,,,,
42M00602,11721M,03:01,36:01,07:02,53:01,04:01,07:02,A,G,Published,yukiy,02/04/2019,1,,,,
42M00610,11464M,03:01,74,56:01,81:01,04:01,07:02,,,Published,Bailey Kessing,10/01/2010,1,,,,
42M00761,12452M,02:01,36:01,07:02,53:01,04:01,07:02,,,Published,car master,03/04/2010,,,,,
42M00826,12757M,03:01,23:01,07:02,44:03,04:01,07:02,A,G,Preliminary,yukiy,08/30/2018,1,,,,
42M00898,13183M,24:02,30:02,52:01,53:01,04:01,07:02,,,Preliminary, Darlene Marti,01/18/2008,1,,,,
42M00899,41989M,24:02,68:01,07:02,35:01,04:01,07:02,,,Preliminary,Darlene Marti,03/30/2004,1,,,,
42M00920,13047M,23:01,32:01,07:02,35:01,04:01,07:02,,,Preliminary, marti,06/02/2005,1,,,,
42M00950,13235M,23:01,24:02,39:06,44:03,04:01,07:02,,,Preliminary,marti,12/12/2006,,,,,
42M00952,13224M,02:01,32:01,07:02,35:01,04:01,07:02,,,Preliminary,Darlene Marti,03/30/2004,1,,,,
42M01013,11402M,24:02,66:03,44:03,58:01,04:01,07:02,,,Published,Amy Poisson,09/18/2003,,,,,
42M01039,10481M,23:01,74,07:02,53:01,04:01,07:02,,,Published,Bailey Kessing,10/01/2010,1,,,,
42M01082,11685M,02:01,02:01,07:02,53:01,04:01,07:02,,,Published,Bailey Kessing,07/07/2011,,,,,
42M01163,11846M,02:01,23:01,07:02,15:03,04:01,07:02,,,Published,Bailey Kessing,01/07/2005,,,,,
42M01332,10034M,02:01,68:01,07:02,35:01,04:01,07:02,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M01383,70194M,24:02,68:01,07:02,35:01,04:01,07:02,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M01396,10179M,03:01,30:02,35:01,52:01,04:01,07:02,,,Published,Bailey Kessing,01/07/2005,1,,,,
05E00062,PHI110MAW,11:01,24:02,07:02,35:01,04:01,07:02,A,G,Published,CSSMCS,10/23/2019,,,,,
05E00432,PIT013THR,02:01,03:01,07:02,35:01,04:01,07:02,A,G,Published,CSSMCS,10/23/2019,,,,,
05E00965,HOP056RG,02:01,02:02,07:02,53:01,04:01,07:02,,,Published, Darlene Marti,09/26/2007,,,,,
05E02667,PIT064TWH,03:01,68:01,07:02,35:01,04:01,07:02,G,G,Published,CSSMCS,12/16/2019,1,,,,
05E00766,UNC070CK,01:01,11:01,07:02,35:01,04:01,07:02,,,Published, Darlene Marti,01/16/2008,1,,,,
05E02694,HER184CGP,02:01,23:01,07:02,44:03,04:01,07:02,,,Published,Bailey Kessing,01/07/2005,1,,,,
05E01927,HOP080LD,03:01,30:01,07:02,35:02,04:01,07:02,,,Preliminary,Darlene Marti,03/04/2004,1,,,,
05E02447,SWI097JMD,26:05,31:01,07:02,15:34,04:01,07:02,,,Published, Darlene Marti,01/16/2008,1,,,,
07G02167,10406,02:01,23:01,07:02,35:01,04:01,07:02,,,Published,marti,11/04/2010,1,,,,
07G02781,20097,23:01,26:01,07:02,44:03,04:01,07:02,,,Confirmed,car master,12/24/2009,1,,,,
07G02940,20805,03:01,03:01,07:02,35:01,04:01,07:02,G,G,Published,yukiy,11/20/2018,1,,,,
07G02984,40051,02:01,11:01,07:02,35:01,04:01,07:02,A,A,Published,yukiy,11/20/2018,1,,,,
07G01092,41538,11:01,24:02,07:02,35:01,04:01,07:02,,,Published,Bailey Kessing,11/21/2008,1,,,,
07G02803,20230,03:01,11:01,07:02,35:08,04:01,07:02,,,Preliminary,car master,03/04/2010,,,,,
07G02863,20609,02:01,23:01,07:02,44:03,04:01,07:02,A,G,Published,yukiy,10/02/2018,1,,,,
07G00632,31025,03:01,03:01,07:02,35:01,04:01,07:02,G,G,Published,yukiy,10/02/2018,1,,,,
07G01840,10066,03:01,11:01,07:02,35:01,04:01,07:02,,,Confirmed,car master,12/24/2009,1,,,,
42M01590,CS-R,03:01,23:01,07:02,44:03,04:01,07:02,,,Confirmed,Bailey Kessing,05/18/2007,1,,,,
42M01213,13121M,36:01,36:01,07:02,53:01,04:01,07:02,A,A,Published,yukiy,02/04/2019,,,,,
42M01083,10779M,,,07:02,53:01,04:01,07:02,,,Preliminary,Amy Poisson,09/18/2003,,,,,
07G00221,41222,02:01,23:01,44:03,50:01,04:01,07:02,A,A,Published,yukiy,11/20/2018,1,,,,
07G01428,13093,02:01,29:01,07:02,35:03,04:01,07:02,A,G,Published,yukiy,08/17/2018,1,,,,
07G01434,20208,02:01,68:02,07:02,53:01,04:01,07:02,A,G,Published,yukiy,08/17/2018,1,,,,
07G01444,21049,03:01,24:02,15:01,39:01,04:01,07:02,,,Published,yukiy,08/17/2018,1,,,,
07G01488,40342,32:01,68:01,07:02,35:03,04:01,07:02,A,A,Published,yukiy,11/27/2018,1,,,,
07G01700,10518,03:01,23:01,07:02,44:03,04:01,07:02,A,G,Published,yukiy,09/17/2018,1,,,,
07G01471,40146,03:01,23:01,07:02,44:03,04:01,07:02,A,G,Published,yukiy,08/22/2018,1,,,,
07G01535,40990,01:01,24:02,07:02,35:02,04:01,07:02,A,G,Published,CSSMCS,08/29/2017,1,,,,
07G01748,31008,01:06,03:01,07:02,35:01,04:01,07:02,A,G,Published,yukiy,09/17/2018,1,,,,
07G00350,13057,03:01,26:01,07:02,35:01,04:01,07:02,,,Published,Amy Poisson,09/18/2003,1,,,,
07G00367,10875,36:01,36:01,07:02,53:01,04:01,07:02,A,A,Published,yukiy,06/04/2018,1,,,,
07G00394,13158,68:01,68:02,39:01,53:01,04:01,07:02,,,Published,Amy Poisson,09/18/2003,1,,,,
07G00315,41420,24:02,25:01,07:02,35:03,04:01,07:02,G,G,Published,yukiy,10/02/2018,1,,,,
07G01581,41743,24:02,74:03,07:02,44:03,04:01,07:02,A,G,Published,CSSMCS,01/07/2020,1,,,,
66K00124,BUC162,02:01,03:01,07:02,35:01,04:01,07:02,,,Confirmed,Bailey Kessing,08/22/2003,1,,,,
66K00291,BUC341,02:01,03:01,07:02,35:03,04:01,07:02,,,Preliminary, marti,05/24/2005,1,,,,
66K00465,BUC572,03:01,24:02,07:02,35:01,04:01,07:02,,,Confirmed,Bailey Kessing,08/22/2003,1,,,,
42M01191,12544M,02:01,36:01,07:02,53:01,04:01,07:02,,,Preliminary,Darlene Marti,03/31/2004,1,,,,
42M01195,12597M,30:02,74,07:02,35:01,04:01,07:02,,,Preliminary,Bailey Kessing,10/01/2010,1,,,,
42M01407,10518M,30:01,68:02,07:02,53:01,04:01,07:02,,,Preliminary, marti,06/02/2005,1,,,,
07G01074,30973,03:01,03:01,07:02,44:03,04:01,07:02,,,Preliminary,Bailey Kessing,11/21/2008,1,,,,
07G02624,20372,03:01,11:01,07:02,35:01,04:01,07:02,A,G,Preliminary,yukiy,11/20/2018,1,,,,
CAR08419,RAGN719104,30:02,34:02,07:02,58:02,04:01,07:02,A,A,Preliminary,yukiy,04/04/2018,,,,,
32C00571,1353-03,02:01,23:01,07:02,44:03,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00667,1400-11,,,35:01,39:06,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,1,,,,
66K00045,BUC041,02:01,03:01,07:02,44:03,04:01,07:02,,,Preliminary, marti,05/24/2005,1,,,,
66K00507,BUC615,03:01,03:01,07:02,35:01,04:01,07:02,,,Preliminary, marti,05/24/2005,1,,,,
66K00525,RDP0543,23:01,29:02,07:02,44:03,04:01,07:02,A,A,Preliminary,yukiy,07/26/2018,1,,,,
77W00305,80-1648P,24:02,24:07,35:05,40:01,04:01,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00231,6139P,02:03,02:03,15:01,40:01,04:01,07:02,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W00489,FG024P,02:03,11:01,15:27,38:02,04:01,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00850,70110P,11:01,11:01,15:01,67:01,04:01,07:02,A,G,Preliminary,tangm2,09/26/2017,,,,,
32C00179,1418-05,11:01,32:01,07:02,,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00288,1333-09,03:01,03:01,07:02,35:01,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00334,1346-03,02:01,11:01,07:02,35:01,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00337,1346-06,02:01,11:01,07:02,35:01,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00393,1362-09,01:01,02:01,07:02,35:01,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00570,1353-02,23:01,24:02,,,04:01,07:02,,,Preliminary,Pat Martin,03/23/2011,,,,,
32C00575,1353-07,02:01,23:01,,,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00630,1358-02,01:01,,07:02,44:03,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00696,1447-01,23:01,24:02,07:02,44:03,04:01,07:02,,,Preliminary,car master,03/09/2011,,,,,
32C00722,1451-13,03:01,23:01,07:02,44:03,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00742,1456-03,01:01,24:02,07:02,35:01,04:01,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
CAR24588,RAGN826925,03:01,24:02,07:02,35:01,04:01,07:02,G,G,Preliminary,yukiy,03/29/2018,,,,,
07G03175,23036,03:01,33:03,07:02,53:01,04:01,07:02,,,Preliminary,marti,03/02/2007,1,,,,
CAR28885,RAGN767836,02:01,02:01,07:02,51:01,04:01,07:02,G,G,Completed,Windows User,05/07/2020,,,,,
42M01874,10034R,03:01,34:02,07:02,44:03,04:01,07:02,,,Preliminary,yukiy,10/21/2013,1,,,,
42M01880,10244R,02:01,02:01,07:02,35:01,04:01,07:02,,,Preliminary,bassS,08/05/2009,1,1,,,
CAR38575,RAGN195173,03:01,11:01,07:02,35:01,04:01,07:02,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
CAR39237,RAGN403839,02:01,03:01,07:02,53:01,04:01,07:02,,,Completed,Bailey Kessing,06/15/2011,1,,,,
CAR16858,RAGN957176,01:01,03:01,07:02,35:08,04:01,07:02,A,G,Completed,Windows User,07/20/2021,1,,,,
66K00578,RDP0689,03:01,23:01,07:02,44:03,04:01,07:02,A,G,Preliminary,yukiy,05/31/2018,,,,,
CAR49554,RAGN330183,02:01,68:02,07:02,53:01,04:01,07:02,A,G,Preliminary,CSSMCS,09/15/2021,,,,,
07G01457,30147,03:01,24:02,07:02,35:03,04:01,07:02,A,G,Preliminary,yukiy,10/02/2018,,,,,
01A00001,KS11782,03:01,32:01,07:02,35:01,04:01,07:02,,,Preliminary,yukiy,02/24/2014,,,,,
01A00099,KS12873,24:02,68:01,15:18,35:03,04:01,07:04,,,Preliminary,car master,03/04/2010,,,,,
05E01497,GRE025JV,03:01,11:01,15:01,35:01,04:01,07:04,,,Published,car master,12/24/2009,1,,,,
07G00149,20425,01:01,03:01,35:01,44:02,04:01,07:04,A,G,Published,yukiy,05/11/2018,1,,,,
07G00731,10527,11:01,29:02,44:02,53:01,04:01,07:04,A,G,Published,yukiy,06/04/2018,1,,,,
07G01183,30663,03:01,24:02,15:18,35:02,04:01,07:04,G,G,Published,yukiy,10/02/2018,1,,,,
07G01201,30899,02:01,24:02,35:02,44:27,04:01,07:04,A,G,Published,CSSMCS,01/07/2020,1,,,,
07G01322,30798,02:01,68:01,15:18,35:03,04:01,07:04,A,A,Published,yukiy,09/17/2018,1,,,,
07G01599,13226,02:02,23:01,18:01,53:01,04:01,07:04,G,G,Published,yukiy,09/21/2018,1,,,,
10J00027,15917,29:02,68:01,35:01,44:03,04:01,07:04,,,Preliminary,Bailey Kessing,07/07/2011,1,,,,
10J00256,17818,03:01,68:01,15:10,53:01,04:01,07:04,,,Preliminary, Darlene Marti,01/16/2008,1,,,,
32C00175,1418-01,02:01,32:01,,,04:01,07:04,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00186,1418-12,02:01,32:01,,44:02,04:01,07:04,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00291,1333-12,03:01,24:02,35:01,,04:01,07:04,,,Preliminary,Bailey Kessing,07/07/2011,,,,,
32C00302,1334-10,02:01,03:01,35:01,44:02,04:01,07:04,,,Preliminary,marti,03/17/2011,,,,,
42M00049,12251M,02:09,23:01,18:01,35:08,04:01,07:04,A,G,Published,yukiy,12/10/2018,,,,,
42M00087,10276M,03:01,03:01,18:01,35:01,04:01,07:04,G,G,Published,yukiy,08/22/2018,,,,,
42M00824,10104M,,68:01,44:00,53:01,04:01,07:04,,,Published,marti,12/11/2006,,,,,
07G01468,40119,01:01,34:01,15:05,51:01,04:01,07:04,A,G,Published,yukiy,08/30/2018,1,,,,
05E01486,GRE003DK,01:01,23:01,15:01,44:03,04:01,07:04,A,A,Published,CSSMCS,12/16/2019,,,,,
07G02902,30908,02:01,11:01,35:01,44:02,04:01,07:04,A,A,Published,yukiy,11/20/2018,1,,,,
07G02861,20602,02:01,11:01,35:01,44:27,04:01,07:04,A,A,Published,yukiy,10/02/2018,1,,,,
07G01520,40722,24:02,68:01,35:02,44:02,04:01,07:04,A,G,Published,yukiy,08/22/2018,1,,,,
07G01436,20274,29:02,31:01,35:01,44:02,04:01,07:04,A,A,Published,yukiy,08/17/2018,1,,,,
07G00132,20337,23:01,68:01,15:23,44:03,04:01,07:04,A,A,Published,CSSMCS,01/07/2020,1,,,,
07G01733,21094,29:02,68:01,15:18,35:01,04:01,07:04,A,G,Published,CSSMCS,08/29/2017,1,,,,
07G03052,30115,02:01,23:01,,,04:01,07:04,,,Preliminary,car master,03/04/2010,,,,,
42M01606,70380R,01:01,02:01,44:02,53:01,04:01,07:04,,,Confirmed,yukiy,10/22/2013,1,,,,
66K00473,BUC561,02:01,03:01,15:10,35:01,04:01,07:04,,,Preliminary,Rasmi Thomas,05/11/2011,1,,,,
32C00740,1456-01,01:01,24:02,35:01,44:02,04:01,07:04,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
42M01685,10641M,,,18:01,53:01,04:01,07:04,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
42M01062,10795M,23:01,68:02,15:16,53:01,04:01,07:16,,,Published,Amy Poisson,09/18/2003,,,,,
05E02119,MTS176SA,02:03,11:01,15:01,15:02,04:01,08:01,,,Published, Darlene Marti,01/16/2008,,,,,
05E02294,C09301002,02:01,03:01,35:01,48:01,04:01,08:01,,,Published, Darlene Marti,01/16/2008,1,,,,
07G01006,20518,02:06,24:02,35:08,48:01,04:01,08:01,,,Published,car master,12/24/2009,1,,,,
42M01192,12551M,26:01,36:01,15:13,53:01,04:01,08:01,,,Published,Bailey Kessing,01/07/2005,1,,,,
77W00970,179507S,11:01,24:07,15:02,35:05,04:01,08:01,A,A,Preliminary,tangm2,09/26/2017,,,,,
77W03010,77W03010,11:01,11:02,15:02,40:01,04:01,08:01,A,G,Preliminary,tangm2,09/26/2017,,,,,
05E00081,CLE013RSJ,02:01,11:01,14:02,35:01,04:01,08:02,,,Published,Tang,03/07/2008,1,,,,
05E00330,TUL025KD,30:02,33:03,14:02,53:01,04:01,08:02,,,Published,Tang,03/07/2008,1,,,,
05E00340,GWU079RT,01:01,23:01,27:03,53:01,04:01,08:02,,,Published,Tang,03/07/2008,1,,,,
05E00649,J07401001,24:02,31:01,14:01,35:02,04:01,08:02,,,Published,Tang,03/07/2008,1,,,,
05E00849,TUL003HB,33:01,68:01,14:02,35:03,04:01,08:02,A,A,Published,CSSMCS,10/23/2019,1,,,,
05E00931,CHI046PE,30:02,68:02,53:01,57:03,04:01,08:02,,,Published,Tang,03/07/2008,,,,,
05E01131,COR011RC,03:01,33:03,14:02,53:01,04:01,08:02,,,Published,Tang,03/07/2008,1,,,,
05E01480,E05901001,30:02,68:02,14:02,53:01,04:01,08:02,,,Published,Marti,10/03/2006,1,,,,
05E01638,GRE117JP,01:01,33:03,14:01,35:03,04:01,08:02,,,Published,Marti,10/03/2006,1,,,,
05E01865,COR227LR,11:01,24:02,14:02,35:02,04:01,08:02,,,Published,Marti,10/03/2006,1,,,,
05E02060,05E02060,23:01,68:02,14:02,53:01,04:01,08:02,,,Published,yukiy,05/25/2011,1,,,,
07G00129,40170,33:01,33:03,14:02,35:01,04:01,08:02,A,A,Published,yukiy,05/11/2018,1,,,,
07G00189,40165,24:02,66:01,14:02,35:02,04:01,08:02,G,G,Published,yukiy,05/09/2018,1,,,,
07G00455,10347,02:01,03:01,14:01,35:01,04:01,08:02,A,G,Published,yukiy,11/20/2018,1,,,,
07G00557,40944,02:01,11:01,14:02,35:03,04:01,08:02,,,Published,car master,12/24/2009,1,,,,
07G00658,11148,02:01,32:01,14:01,35:01,04:01,08:02,A,G,Published,yukiy,07/06/2018,1,,,,
07G00703,10205,29:02,31:01,14:02,35:02,04:01,08:02,A,G,Published,yukiy,11/20/2018,1,,,,
07G00825,21136,02:01,29:02,14:02,53:01,04:01,08:02,G,G,Published,yukiy,06/29/2018,1,,,,
07G00914,10291,03:01,11:01,14:02,35:01,04:01,08:02,A,A,Published,yukiy,10/02/2018,1,,,,
07G01009,30243,02:01,11:01,14:01,35:01,04:01,08:02,,,Published,car master,12/24/2009,1,,,,
07G01035,41731,26:01,68:02,14:02,35:01,04:01,08:02,A,A,Published,yukiy,12/07/2018,1,,,,
07G01532,40936,03:01,24:02,14:02,35:01,04:01,08:02,A,A,Published,yukiy,08/22/2018,1,,,,
07G01598,13108,02:01,11:01,14:02,35:01,04:01,08:02,A,A,Published,yukiy,11/20/2018,1,,,,
10J00198,15218,03:01,03:01,14:02,35:03,04:01,08:02,,,Preliminary,Bailey Kessing,07/07/2011,1,,,,
32C00010,12-02,03:01,26:01,08:01,14:01,04:01,08:02,,,Preliminary,yukiy,07/26/2012,,,,,
42M00051,11625M,30:01,31:01,14:02,35:03,04:01,08:02,A,G,Published,yukiy,12/10/2018,,,,,
42M00238,10297M,02:05,30:02,14:02,53:01,04:01,08:02,,,Published,Amy Poisson,09/18/2003,,,,,
42M00292,10108M,23:01,33:03,14:01,35:01,04:01,08:02,G,G,Published,CSSMCS,08/20/2021,1,,,,
42M00305,10463M,02:01,23:01,35:01,53:01,04:01,08:02,,,Published,Amy Poisson,09/18/2003,1,,,,
42M00399,10840M,34:02,68:02,14:02,44:03,04:01,08:02,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M00413,11163M,23:01,36:01,14:03,53:01,04:01,08:02,,,Published,car master,12/24/2009,1,,,,
42M00656,12371M,02:01,30:02,14:02,35:01,04:01,08:02,,,Published,Amy Poisson,09/18/2003,1,,,,
42M00719,12495M,33:01,74,14:02,53:01,04:01,08:02,,,Preliminary,Bailey Kessing,10/01/2010,1,,,,
42M00746,12496M,,,,,04:01,08:02,,,Preliminary, Darlene Marti,01/16/2008,,,,,
42M00779,12405M,30:02,36:01,14:02,53:01,04:01,08:02,,,Preliminary,Darlene Marti,03/29/2004,1,,,,
42M01060,10975M,30:02,34:02,14:02,44:03,04:01,08:02,,,Published,Amy Poisson,09/18/2003,,,,,
42M01067,10219M,03:01,74,14:02,53:01,04:01,08:02,,,Preliminary,Bailey Kessing,10/01/2010,1,,,,
05E00379,PHI083DJG,02:01,68:01,14:02,35:03,04:01,08:02,A,G,Published,CSSMCS,10/23/2019,,,,,
05E01046,PIT165RR,02:01,25:01,14:01,44:03,04:01,08:02,,,Published,car master,03/04/2010,1,,,,
05E01121,GWU068PB,01:01,33:03,14:02,44:03,04:01,08:02,,,Published,Amy Poisson,09/18/2003,1,,,,
05E01568,HER108JSS,11:01,33:01,14:02,35:01,04:01,08:02,,,Preliminary,Darlene Marti,03/03/2004,1,,,,
07G02807,20247,03:01,26:01,14:02,35:01,04:01,08:02,A,A,Published,yukiy,10/02/2018,1,,,,
07G02971,30501,01:01,31:01,14:02,35:03,04:01,08:02,,,Confirmed,car master,12/24/2009,1,,,,
07G02937,20770,03:01,33:05,14:02,35:01,04:01,08:02,A,G,Confirmed,yukiy,11/20/2018,1,,,,
07G02855,20576,11:01,32:01,14:01,35:03,04:01,08:02,A,G,Published,yukiy,10/02/2018,1,,,,
42M01253,70126M,,,14:02,42:01,04:01,08:02,,,Preliminary,Amy Poisson,09/18/2003,,,,,
07G00363,11018,02:01,30:02,35:01,57:03,04:01,08:02,G,G,Published,yukiy,11/27/2018,1,,,,
07G01552,41205,29:01,68:02,14:02,35:02,04:01,08:02,A,G,Published,yukiy,08/22/2018,1,,,,
07G01731,20673,24:02,68:02,14:02,35:08,04:01,08:02,A,G,Published,yukiy,09/17/2018,1,,,,
07G01504,40583,01:01,01:01,14:01,35:02,04:01,08:02,A,G,Published,CSSMCS,08/29/2017,1,,,,
66K00189,BUC232,11:01,33:01,14:02,35:01,04:01,08:02,,,Confirmed,Rasmi Thomas,05/11/2011,1,,,,
42M01180,12330M,01:01,03:01,14:02,35:01,04:01,08:02,,,Preliminary,Darlene Marti,03/31/2004,1,,,,
42M01244,70064M,36:01,80:01,14:02,53:01,04:01,08:02,A,A,Preliminary,yukiy,02/04/2019,1,,,,
66K00019,BUC016,30:02,30:02,14:02,53:01,04:01,08:02,,,Preliminary,marti,12/11/2006,1,,,,
66K00020,BUC043,24:02,33:01,14:02,35:01,04:01,08:02,,,Preliminary,yukiy,08/26/2013,1,,,,
66K00478,BUC579,32:01,34:02,14:01,44:03,04:01,08:02,,,Preliminary, marti,05/24/2005,1,,,,
CAR19685,RAGN534376,23:01,33:03,14:02,53:01,04:01,08:02,,,Preliminary,yukiy,03/04/2014,,,,,
32C00178,1418-04,23:01,32:01,14:01,,04:01,08:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00682,1444-01,02:01,03:01,14:01,35:01,04:01,08:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
CAR24587,RAGN837350,03:01,24:02,14:02,35:03,04:01,08:02,,,Preliminary,yukiy,03/06/2014,,,,,
07G02195,10486,02:01,03:01,14:02,51:05,04:01,08:02,A,G,Preliminary,yukiy,11/20/2018,1,,,,
07G03063,23189,03:01,30:01,35:01,53:01,04:01,08:02,A,G,Preliminary,yukiy,11/21/2018,,,,,
07G03070,23155,23:01,30:02,14:02,53:01,04:01,08:02,A,A,Preliminary,yukiy,11/21/2018,1,,,,
07G03096,41706,11:01,68:02,14:02,35:01,04:01,08:02,,,Preliminary,marti,03/02/2007,1,,,,
CAR26197,RAGN905275,33:01,66:02,14:02,53:01,04:01,08:02,A,A,Completed,yukiy,03/29/2018,,,,,
CAR26233,RAGN773371,24:02,33:01,14:02,48:02,04:01,08:02,A,A,Completed,yukiy,03/29/2018,,,,,
CAR27388,RAGN205335,30:01,30:02,14:02,44:03,04:01,08:02,A,A,Completed,CSSMCS,03/12/2020,,,,,
CAR28879,RAGN205668,24:02,32:01,14:02,35:02,04:01,08:02,A,A,Completed,CSSMCS,03/12/2020,,,,,
CAR38586,RAGN734941,33:03,74:01,14:02,53:01,04:01,08:02,A,G,Preliminary,CSSMCS,03/06/2020,,,,,
CAR39397,RAGN831067,11:01,25:01,14:02,53:01,04:01,08:02,A,A,Completed,yukiy,03/29/2018,1,,,,
CAR52778,RAGN477687,02:02,30:02,14:02,53:01,04:01,08:02,A,G,Preliminary,yukiy,03/29/2018,,,,,
07G01357,41337,30:02,68:02,13:02,53:01,04:01,08:04,A,G,Published,yukiy,09/21/2018,1,,,,
42M00854,12553M,,23:00,07:02,35:01,04:01,08:04,,,Published,Amy Poisson,09/18/2003,,,,,
42M01152,11635M,02:02,68:02,13:33,53:01,04:01,08:04,G,G,Preliminary,yukiy,02/04/2019,1,,,,
CAR25159,RAGN724197,26:01,74:03,35:01,81:01,04:01,08:04,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
CAR01586,RAGN560523,02:02,29:02,53:01,81:01,04:01,08:04,A,G,Completed,CSSMCS,01/08/2020,,,,,
42M01651,13107M,,,44:03,81:01,04:01,08:04,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
